HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.uid,Input.url,Input.screenshot,Input.title,Input.description,Input.class,Input.bin,Answer.taskAnswers,Approve,Reject
3B6F54KMR2X2F6FGQE8IMGKZ6M81SV,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:37 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:37 PDT 2021,,,3ZGVPD4G6U23BMAXDRR1DZWPH62ZT3,ARFAW0SGYEMFL,Approved,Thu Jun 03 14:48:43 PDT 2021,Thu Jun 03 14:58:57 PDT 2021,Sun Jun 06 14:58:57 PDT 2021,Sun Jun 06 14:59:11 PDT 2021,,,614,100% (512/512),0% (0/0),0% (0/0),1851769,milgeekuk.blogspot.com,1851769.jpeg,Milgeek UK,,8,2,"[{""category-0"":""YES"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3B6F54KMR2X2F6FGQE8IMGKZ6M81SV,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:37 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:37 PDT 2021,,,3X87C8JFV7WTIUWR1V3YC1OZALRSQ3,A3HW4QDJB63OQ2,Approved,Thu Jun 03 20:54:08 PDT 2021,Thu Jun 03 20:54:59 PDT 2021,Sun Jun 06 20:54:59 PDT 2021,Sun Jun 06 20:55:21 PDT 2021,,,51,100% (227/227),0% (0/0),0% (0/0),1851769,milgeekuk.blogspot.com,1851769.jpeg,Milgeek UK,,8,2,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""YES"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3E24UO25QZBIO0OKP33QX71FH8L6O1,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:37 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:37 PDT 2021,,,3U5JL4WY5LUUP6VSX828864MT5EX4V,A2CJFO19NY4T5R,Approved,Thu Jun 03 06:36:12 PDT 2021,Thu Jun 03 06:40:54 PDT 2021,Sun Jun 06 06:40:54 PDT 2021,Sun Jun 06 06:41:07 PDT 2021,,,282,100% (107/107),0% (0/0),0% (0/0),1755207,ifrf.net,1755207.jpeg,IFRF,,4,1,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""YES"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3E24UO25QZBIO0OKP33QX71FH8L6O1,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:37 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:37 PDT 2021,,,3NGI5ARFTUQ8OYWIOZ9PGVBGFM5P1W,A29VL3MZE7YPBZ,Approved,Thu Jun 03 08:01:00 PDT 2021,Thu Jun 03 08:01:20 PDT 2021,Sun Jun 06 08:01:20 PDT 2021,Sun Jun 06 08:02:07 PDT 2021,,,20,100% (27/27),0% (0/0),0% (0/0),1755207,ifrf.net,1755207.jpeg,IFRF,,4,1,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""YES"",""category-8"":""NO"",""category-9"":""YES"",""offline"":{""on"":false}}]",,
3E24UO25QZBIO0OKP33QX71FH8L6O1,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:37 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:37 PDT 2021,,,39GXDJN2OUZ34IDZ9WR31XN6FHE8VO,AMG9Y1YLBTKIV,Approved,Thu Jun 03 11:36:16 PDT 2021,Thu Jun 03 11:37:29 PDT 2021,Sun Jun 06 11:37:29 PDT 2021,Sun Jun 06 11:38:08 PDT 2021,,,73,100% (424/424),0% (0/0),0% (0/0),1755207,ifrf.net,1755207.jpeg,IFRF,,4,1,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""YES"",""category-11"":""NO"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
33CLA8O0MIWH469BIONYL8JXLU7RFX,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:37 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:37 PDT 2021,,,3NKQQ8O39ZQF8YKQLESER3ZOC2ZDU9,AMG9Y1YLBTKIV,Approved,Thu Jun 03 14:43:15 PDT 2021,Thu Jun 03 14:43:53 PDT 2021,Sun Jun 06 14:43:53 PDT 2021,Sun Jun 06 14:44:11 PDT 2021,,,38,100% (424/424),0% (0/0),0% (0/0),1128231,c4e.engin.umich.edu,1128231.jpeg,Center for Ergonomics,,9,3,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""YES"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""YES"",""offline"":{""on"":false}}]",,
33CLA8O0MIWH469BIONYL8JXLU7RFX,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:37 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:37 PDT 2021,,,3SUWZRL0MZYZYT8PLR5VHF3T9T36EG,A37WDOIQH6JM6V,Approved,Thu Jun 03 19:38:16 PDT 2021,Thu Jun 03 19:39:24 PDT 2021,Sun Jun 06 19:39:24 PDT 2021,Sun Jun 06 19:40:21 PDT 2021,,,68,100% (20/20),0% (0/0),0% (0/0),1128231,c4e.engin.umich.edu,1128231.jpeg,Center for Ergonomics,,9,3,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""YES"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""YES"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""YES"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
33CLA8O0MIWH469BIONYL8JXLU7RFX,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:37 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:37 PDT 2021,,,3L4D84MIL0DN6YEYVB7QBM5BNFHJHH,A1NF6PELRKACS9,Approved,Thu Jun 03 20:23:08 PDT 2021,Thu Jun 03 20:24:07 PDT 2021,Sun Jun 06 20:24:07 PDT 2021,Sun Jun 06 20:24:21 PDT 2021,,,59,100% (71/71),0% (0/0),0% (0/0),1128231,c4e.engin.umich.edu,1128231.jpeg,Center for Ergonomics,,9,3,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""YES"",""category-11"":""NO"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""YES"",""category-3"":""NO"",""category-4"":""YES"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
368IUKXGA5T0900L43G5M765RDH6PI,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:37 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:37 PDT 2021,,,31N2WW6R9SBS7OL3X0R3SUC9B0LF30,A2CJFO19NY4T5R,Approved,Thu Jun 03 06:07:56 PDT 2021,Thu Jun 03 06:18:08 PDT 2021,Sun Jun 06 06:18:08 PDT 2021,Sun Jun 06 06:19:07 PDT 2021,,,612,100% (107/107),0% (0/0),0% (0/0),1069776,www.sosbusinessservices.com,1069776.jpeg,"Tax Preparation and Reporting, Personal and Business, Cash Flow, Bookkeeping and Retirement Services  SOS Business Services","SOS Business Services brings more than 10 years experience to your tax preparation and reporting needs including bookkeeping, cash flow, bank reconciliation, financial planning, budgeting, and online tax preparation nationwide.",10,0,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
368IUKXGA5T0900L43G5M765RDH6PI,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:37 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:37 PDT 2021,,,33M4IA01QHM1QCXQ8KYLGZFWLJ6RXG,A1IZ4NX41GKU4X,Approved,Thu Jun 03 07:48:57 PDT 2021,Thu Jun 03 07:49:18 PDT 2021,Sun Jun 06 07:49:18 PDT 2021,Sun Jun 06 07:50:07 PDT 2021,,,21,100% (33/33),0% (0/0),0% (0/0),1069776,www.sosbusinessservices.com,1069776.jpeg,"Tax Preparation and Reporting, Personal and Business, Cash Flow, Bookkeeping and Retirement Services  SOS Business Services","SOS Business Services brings more than 10 years experience to your tax preparation and reporting needs including bookkeeping, cash flow, bank reconciliation, financial planning, budgeting, and online tax preparation nationwide.",10,0,"[{""category-0"":""YES"",""category-1"":""YES"",""category-10"":""YES"",""category-11"":""YES"",""category-12"":""YES"",""category-13"":""YES"",""category-2"":""YES"",""category-3"":""YES"",""category-4"":""YES"",""category-5"":""YES"",""category-6"":""YES"",""category-7"":""YES"",""category-8"":""YES"",""category-9"":""YES"",""offline"":{""on"":false}}]",,
368IUKXGA5T0900L43G5M765RDH6PI,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:37 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:37 PDT 2021,,,3L2IS5HSFB3OUAB3A86HN8BIQ6TNUT,ARFAW0SGYEMFL,Approved,Thu Jun 03 13:44:51 PDT 2021,Thu Jun 03 13:53:17 PDT 2021,Sun Jun 06 13:53:17 PDT 2021,Sun Jun 06 13:54:08 PDT 2021,,,506,100% (512/512),0% (0/0),0% (0/0),1069776,www.sosbusinessservices.com,1069776.jpeg,"Tax Preparation and Reporting, Personal and Business, Cash Flow, Bookkeeping and Retirement Services  SOS Business Services","SOS Business Services brings more than 10 years experience to your tax preparation and reporting needs including bookkeeping, cash flow, bank reconciliation, financial planning, budgeting, and online tax preparation nationwide.",10,0,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3ZVPAMTJWNONI656T8TG3TJ9M97RGW,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:37 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:37 PDT 2021,,,3IXEICO79341NCQMBMUQG13UC0AT67,A2TUNPP2GOQ1N3,Approved,Thu Jun 03 08:32:43 PDT 2021,Thu Jun 03 08:34:31 PDT 2021,Sun Jun 06 08:34:31 PDT 2021,Sun Jun 06 08:35:07 PDT 2021,,,108,100% (92/92),0% (0/0),0% (0/0),957693,kirkmacdonald.com,957693.jpeg,Welcome » Kirk MacDonald,,1,0,"[{""category-0"":""YES"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3ZVPAMTJWNONI656T8TG3TJ9M97RGW,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:37 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:37 PDT 2021,,,3MHW492WW1YIP7F33X1M6FO1ZM3MVQ,AMG9Y1YLBTKIV,Approved,Thu Jun 03 11:40:53 PDT 2021,Thu Jun 03 11:41:34 PDT 2021,Sun Jun 06 11:41:34 PDT 2021,Sun Jun 06 11:42:08 PDT 2021,,,41,100% (424/424),0% (0/0),0% (0/0),957693,kirkmacdonald.com,957693.jpeg,Welcome » Kirk MacDonald,,1,0,"[{""category-0"":""YES"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""YES"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3ZVPAMTJWNONI656T8TG3TJ9M97RGW,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:37 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:37 PDT 2021,,,3I33IC7ZWGN8QF8CIKR6VJWQ895A2A,A3HW4QDJB63OQ2,Approved,Thu Jun 03 20:10:46 PDT 2021,Thu Jun 03 20:11:20 PDT 2021,Sun Jun 06 20:11:20 PDT 2021,Sun Jun 06 20:11:21 PDT 2021,,,34,100% (227/227),0% (0/0),0% (0/0),957693,kirkmacdonald.com,957693.jpeg,Welcome » Kirk MacDonald,,1,0,"[{""category-0"":""YES"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3YOAVL4CA02G8HYD8OLSG7O55LHZ4A,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:37 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:37 PDT 2021,,,3G5F9DBFOQIWXTESC0L9EAG5IZSHVY,A2CJFO19NY4T5R,Approved,Thu Jun 03 06:21:48 PDT 2021,Thu Jun 03 06:32:13 PDT 2021,Sun Jun 06 06:32:13 PDT 2021,Sun Jun 06 06:33:07 PDT 2021,,,625,100% (107/107),0% (0/0),0% (0/0),1771459,www.tropiflora.com,1771459.jpeg,"Tropiflora  Bromeliads, Tillandsias and other exotic plants!",,8,1,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""YES"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3YOAVL4CA02G8HYD8OLSG7O55LHZ4A,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:37 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:37 PDT 2021,,,3YZ8UPK3VU7536ECLIX37XH6R0MCU3,A2U83S62P8SZ6T,Approved,Thu Jun 03 07:44:48 PDT 2021,Thu Jun 03 07:45:10 PDT 2021,Sun Jun 06 07:45:10 PDT 2021,Sun Jun 06 07:46:07 PDT 2021,,,22,100% (19/19),0% (0/0),0% (0/0),1771459,www.tropiflora.com,1771459.jpeg,"Tropiflora  Bromeliads, Tillandsias and other exotic plants!",,8,1,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""YES"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3YOAVL4CA02G8HYD8OLSG7O55LHZ4A,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:37 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:37 PDT 2021,,,3F1567XTNXQBDF0SSP37V6J9IVH9QK,AMG9Y1YLBTKIV,Approved,Thu Jun 03 11:39:24 PDT 2021,Thu Jun 03 11:39:56 PDT 2021,Sun Jun 06 11:39:56 PDT 2021,Sun Jun 06 11:40:08 PDT 2021,,,32,100% (424/424),0% (0/0),0% (0/0),1771459,www.tropiflora.com,1771459.jpeg,"Tropiflora  Bromeliads, Tillandsias and other exotic plants!",,8,1,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""YES"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""YES"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3R16PJFTS3CLJMZR8NIITS0S1C54KU,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:38 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:38 PDT 2021,,,3XC1O3LBOT7J6XTTYQ0S5KLR2XULT6,AMG9Y1YLBTKIV,Approved,Thu Jun 03 14:46:32 PDT 2021,Thu Jun 03 14:47:10 PDT 2021,Sun Jun 06 14:47:10 PDT 2021,Sun Jun 06 14:47:11 PDT 2021,,,38,100% (424/424),0% (0/0),0% (0/0),1871641,www.newpromisefarms.com,1871641.jpeg,Welcome  New Promise Farms LLC,,1,2,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3R16PJFTS3CLJMZR8NIITS0S1C54KU,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:38 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:38 PDT 2021,,,3V0Z7YWSIZLSI3BATFI2R6A3TJAV20,A681XM15AN28F,Approved,Thu Jun 03 21:58:08 PDT 2021,Thu Jun 03 21:58:28 PDT 2021,Sun Jun 06 21:58:28 PDT 2021,Sun Jun 06 21:59:21 PDT 2021,,,20,100% (481/481),0% (0/0),0% (0/0),1871641,www.newpromisefarms.com,1871641.jpeg,Welcome  New Promise Farms LLC,,1,2,"[{""category-0"":""NO"",""category-1"":""NO"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""NO"",""category-13"":""YES"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""NO"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
3R16PJFTS3CLJMZR8NIITS0S1C54KU,3WIABKGAUQLG11JEPH5ADA0NHT8E66,Select all categories that are relevant for the website (English websites),"Given a screenshot, title, and description of a website, select all the relevant categories.","categorize, websites, topic",$0.10,Thu Jun 03 06:06:38 PDT 2021,3,BatchId:4464614;OriginalHitTemplateId:928390873;,3600,259200,Sun Jun 06 06:06:38 PDT 2021,,,3MD9PLUKKJZ5G95DGV5P40QXSPCNZO,AE03LUY7RH400,Approved,Thu Jun 03 23:16:41 PDT 2021,Thu Jun 03 23:18:54 PDT 2021,Sun Jun 06 23:18:54 PDT 2021,Sun Jun 06 23:19:22 PDT 2021,,,133,100% (306/306),0% (0/0),0% (0/0),1871641,www.newpromisefarms.com,1871641.jpeg,Welcome  New Promise Farms LLC,,1,2,"[{""category-0"":""NO"",""category-1"":""YES"",""category-10"":""NO"",""category-11"":""NO"",""category-12"":""YES"",""category-13"":""NO"",""category-2"":""NO"",""category-3"":""NO"",""category-4"":""NO"",""category-5"":""NO"",""category-6"":""NO"",""category-7"":""YES"",""category-8"":""NO"",""category-9"":""NO"",""offline"":{""on"":false}}]",,
